model,balancing_method,y_true,seed_42_prob,seed_123_prob,seed_2026_prob,seed_7_prob,seed_999_prob,ensemble_prob,ensemble_pred
LSTM,adasyn,0,0.102572255,0.0022716096,0.00977281,0.06609353,0.0032696957,0.03679598,0
LSTM,adasyn,0,0.024675319,0.001454169,0.0072288644,0.02465405,0.003451881,0.012292856,0
LSTM,adasyn,0,0.0056524556,0.0010126377,0.006080069,0.006672624,0.001918811,0.0042673196,0
LSTM,adasyn,0,0.004535328,0.0012815169,0.006476863,0.005474573,0.0030746127,0.0041685784,0
LSTM,adasyn,0,0.0009491556,0.0006909733,0.006264598,0.00085124176,0.0012661214,0.002004418,0
LSTM,adasyn,0,0.0020313738,0.0012819739,0.02880663,0.008273163,0.0028460398,0.008647836,0
LSTM,adasyn,0,0.00085989624,0.0008205409,0.011387045,0.0008241914,0.0012344752,0.0030252298,0
LSTM,adasyn,0,0.0006714749,0.0006423212,0.013574039,0.00055585994,0.0010005025,0.0032888395,0
LSTM,adasyn,0,0.00048284078,0.00077288656,0.011661231,0.00045122846,0.00094852014,0.0028633415,0
LSTM,adasyn,0,0.0005840757,0.0005651617,0.0059461608,0.00037855402,0.0009901578,0.001692822,0
LSTM,adasyn,0,0.0006103439,0.0005438257,0.0054849335,0.00033991455,0.00085913547,0.0015676307,0
LSTM,adasyn,0,0.0004874618,0.00040850235,0.0047931173,0.00026477675,0.00065971684,0.001322715,0
LSTM,adasyn,0,0.0005073163,0.0004865357,0.0060549704,0.00030718933,0.0007463309,0.0016204685,0
LSTM,adasyn,0,0.00053329486,0.0004867291,0.0061768317,0.00034624222,0.000780424,0.0016647044,0
LSTM,adasyn,0,0.000502626,0.000462919,0.006202106,0.0003644478,0.00077186275,0.0016607924,0
LSTM,adasyn,0,0.0004302725,0.00048637897,0.00809988,0.00033375414,0.00069478474,0.0020090141,0
LSTM,adasyn,0,0.0010825682,0.00058462285,0.023534928,0.0021762745,0.0015702627,0.0057897307,0
LSTM,adasyn,0,0.00107246,0.0008473133,0.034300398,0.0015672044,0.0012174335,0.0078009614,0
LSTM,adasyn,0,0.0008593725,0.0014304654,0.02444119,0.0007480155,0.0011953538,0.0057348795,0
LSTM,adasyn,0,0.0008962388,0.00080416986,0.012974139,0.0005619293,0.0012806206,0.0033034193,0
LSTM,adasyn,0,0.00099737,0.00083719235,0.01216047,0.00073902594,0.0014463308,0.0032360777,0
LSTM,adasyn,0,0.0011972472,0.0009984976,0.01354791,0.00087797886,0.0018596604,0.0036962586,0
LSTM,adasyn,0,0.0012693955,0.0010894408,0.013087506,0.000993991,0.0019958948,0.0036872458,0
LSTM,adasyn,0,0.0010268766,0.00085221045,0.011307287,0.0009615761,0.0017042411,0.003170438,0
LSTM,adasyn,0,0.0030003411,0.0011340219,0.027197266,0.005160446,0.0028102978,0.007860475,0
LSTM,adasyn,0,0.0021857314,0.0012881347,0.015351878,0.0020677408,0.002271122,0.004632921,0
LSTM,adasyn,0,0.0013165761,0.0011230129,0.013809359,0.0014396256,0.0016462322,0.0038669608,0
LSTM,adasyn,0,0.001586363,0.0015628627,0.020925477,0.0019664273,0.0019813708,0.0056045004,0
LSTM,adasyn,0,0.004002509,0.0025435938,0.04369842,0.0051820776,0.0037189713,0.011829114,0
LSTM,adasyn,0,0.0031029047,0.0018557381,0.036662944,0.003697426,0.003489612,0.009761726,0
LSTM,adasyn,0,0.0028130314,0.001646244,0.034214642,0.00386947,0.003990949,0.009306868,0
LSTM,adasyn,0,0.0009293332,0.0014125099,0.048683666,0.0019773687,0.0033578244,0.011272141,0
LSTM,adasyn,0,0.0034678944,0.0017692803,0.0458618,0.007972303,0.0052505373,0.012864363,0
LSTM,adasyn,0,0.002174127,0.0018024978,0.022750022,0.0019474039,0.0038385873,0.0065025277,0
LSTM,adasyn,0,0.003931068,0.0027413068,0.03356199,0.0019971908,0.0044824714,0.0093428055,0
LSTM,adasyn,0,0.0024498566,0.001580559,0.023100024,0.001283962,0.0027922767,0.0062413355,0
LSTM,adasyn,0,0.002102074,0.0011395805,0.018450353,0.0011921868,0.0023335756,0.005043554,0
LSTM,adasyn,0,0.001458005,0.00087171147,0.01564489,0.00094158284,0.0016599707,0.004115232,0
LSTM,adasyn,0,0.00096399506,0.0007399494,0.013773777,0.00065636565,0.0013374947,0.0034943162,0
LSTM,adasyn,0,0.0009588425,0.0008187504,0.014648085,0.0008416965,0.0015618986,0.0037658545,0
LSTM,adasyn,0,0.0010453857,0.0009462846,0.022820672,0.0017473208,0.0015569556,0.005623324,0
LSTM,adasyn,0,0.0023212025,0.0022265678,0.0838727,0.0038287682,0.0031462319,0.019079093,0
LSTM,adasyn,0,0.0052628047,0.0029996862,0.052216873,0.0018537643,0.0038631766,0.013239262,0
LSTM,adasyn,0,0.0025676438,0.0016845583,0.024701957,0.001032229,0.0024068535,0.0064786486,0
LSTM,adasyn,0,0.002614189,0.001865822,0.016398879,0.0010510605,0.0023426798,0.004854526,0
LSTM,adasyn,0,0.0021730638,0.0017879751,0.011785244,0.0011592798,0.002277234,0.0038365596,0
LSTM,adasyn,0,0.0054299734,0.0025705516,0.036747146,0.014464483,0.004289417,0.012700315,0
LSTM,adasyn,0,0.0011767015,0.0010645483,0.013017555,0.0017978034,0.0015384137,0.0037190043,0
LSTM,adasyn,0,0.00060941506,0.0006022034,0.008490367,0.00090742693,0.0009358315,0.0023090488,0
LSTM,adasyn,0,0.00032557274,0.0005773577,0.009326216,0.00053654326,0.00064254197,0.0022816462,0
LSTM,adasyn,0,0.0004131451,0.0003838399,0.0045856484,0.00035748217,0.0007248407,0.0012929912,0
LSTM,adasyn,0,0.00049514003,0.0004465479,0.0051578935,0.00036464955,0.0007396896,0.0014407842,0
LSTM,adasyn,0,0.0006559789,0.0005030341,0.004692066,0.0004391673,0.0009021573,0.0014384807,0
LSTM,adasyn,0,0.0013232424,0.00066667004,0.01898543,0.0028646027,0.0016621397,0.005100417,0
LSTM,adasyn,0,0.002547822,0.0011127874,0.04429368,0.0046945517,0.0025297177,0.0110357115,0
LSTM,adasyn,0,0.0015089517,0.0013572663,0.016045136,0.0011676158,0.001980777,0.0044119493,0
LSTM,adasyn,0,0.00096697174,0.0012321357,0.013631531,0.0007134954,0.0015675364,0.003622334,0
LSTM,adasyn,0,0.0008579235,0.0011577868,0.013074568,0.0006268636,0.0015017071,0.0034437696,0
LSTM,adasyn,0,0.00046114848,0.001124662,0.017946491,0.00050480274,0.0011913633,0.0042456933,0
LSTM,adasyn,0,0.0007765712,0.00077778386,0.012466819,0.00062477606,0.0015053321,0.0032302565,0
LSTM,adasyn,0,0.00068555895,0.0006553294,0.011938714,0.0006870882,0.001353073,0.0030639528,0
LSTM,adasyn,0,0.00073609327,0.000602427,0.011265271,0.000928802,0.0014270713,0.002991933,0
LSTM,adasyn,0,0.00070150255,0.0006008126,0.010834443,0.0010343721,0.0014054594,0.002915318,0
LSTM,adasyn,0,0.0008617825,0.0007705836,0.013252026,0.0012072179,0.0016795954,0.0035542413,0
LSTM,adasyn,0,0.0010854614,0.001234879,0.06506743,0.0023035598,0.0017514777,0.014288562,0
LSTM,adasyn,0,0.0014308604,0.0014789426,0.08577363,0.0027362509,0.0022265064,0.018729238,0
LSTM,adasyn,0,0.001223069,0.0010195756,0.022976816,0.0008400267,0.0021424855,0.0056403945,0
LSTM,adasyn,0,0.00108164,0.0009997025,0.015252696,0.0007622082,0.0016490716,0.003949064,0
LSTM,adasyn,0,0.0071984585,0.0021306216,0.0774617,0.009281272,0.0045593693,0.020126283,0
LSTM,adasyn,0,0.0045968317,0.0028069175,0.045809332,0.0031995438,0.004110689,0.012104663,0
LSTM,adasyn,0,0.006636945,0.0018659072,0.018885218,0.0033530146,0.0046123927,0.0070706955,0
LSTM,adasyn,0,0.008647501,0.0016663236,0.016074529,0.005333784,0.0035735148,0.00705913,0
LSTM,adasyn,0,0.0074360203,0.0009582745,0.008988643,0.00610642,0.0017787099,0.005053614,0
LSTM,adasyn,0,0.0036245687,0.0007996072,0.0068076053,0.004070484,0.0012574077,0.0033119346,0
LSTM,adasyn,0,0.0012137903,0.0005814038,0.006485384,0.0011773957,0.0009808943,0.0020877735,0
LSTM,adasyn,0,0.002470975,0.0011200208,0.008479031,0.0026827483,0.0018306482,0.0033166844,0
LSTM,adasyn,0,0.0009793568,0.0006308216,0.0063886386,0.0006718152,0.00094601605,0.0019233295,0
LSTM,adasyn,0,0.0006218956,0.00047067882,0.0053114826,0.00033452667,0.0006633256,0.0014803819,0
LSTM,adasyn,0,0.00078346155,0.0006696683,0.00798083,0.00043587707,0.00082080916,0.002138129,0
LSTM,adasyn,0,0.00095530046,0.00063788495,0.01567663,0.0005001523,0.0009266042,0.0037393146,0
LSTM,adasyn,0,0.00081691786,0.0005561405,0.010456587,0.00035243478,0.00083235576,0.002602887,0
LSTM,adasyn,0,0.0007256417,0.0004857162,0.0076159975,0.0003090049,0.0007774382,0.0019827597,0
LSTM,adasyn,0,0.00081409345,0.000671667,0.0108374525,0.00038147025,0.0009587055,0.0027326779,0
LSTM,adasyn,0,0.0006332353,0.00055270776,0.011060272,0.0003464238,0.000822708,0.0026830696,0
LSTM,adasyn,0,0.00063669204,0.00055416336,0.012075997,0.0003619593,0.00082473154,0.0028907086,0
LSTM,adasyn,0,0.0006301453,0.0005538848,0.012755871,0.00037846254,0.0008370799,0.0030310887,0
LSTM,adasyn,0,0.000617417,0.0005494284,0.012958639,0.00043331148,0.0008670989,0.003085179,0
LSTM,adasyn,0,0.0006477267,0.00068847917,0.014897543,0.00049764995,0.00102013,0.003550306,0
LSTM,adasyn,0,0.0006619012,0.00069944153,0.027566442,0.0012136624,0.0012009981,0.0062684887,0
LSTM,adasyn,0,0.0009090071,0.0009924005,0.043050658,0.0016323249,0.001504723,0.009617822,0
LSTM,adasyn,0,0.00094127434,0.0008195173,0.016780887,0.00063565094,0.0014877546,0.004133017,0
LSTM,adasyn,0,0.00082902214,0.0009047712,0.015589391,0.00065911823,0.0013389713,0.0038642548,0
LSTM,adasyn,0,0.0008350193,0.00084623776,0.01354433,0.0008701592,0.0015061722,0.0035203837,0
LSTM,adasyn,0,0.00088645454,0.00094893185,0.013256166,0.0009833595,0.0017381691,0.0035626162,0
LSTM,adasyn,0,0.00097441935,0.0010767597,0.013715312,0.0011364379,0.0019675554,0.0037740965,0
LSTM,adasyn,0,0.0004877158,0.001205194,0.028425248,0.0010515086,0.0017622075,0.0065863742,0
LSTM,adasyn,0,0.0011501586,0.0014365991,0.060162704,0.0038362648,0.002197326,0.01375661,0
LSTM,adasyn,0,0.0038945468,0.0022864593,0.0590584,0.010810778,0.0034248657,0.01589501,0
LSTM,adasyn,0,0.0011846551,0.0016775066,0.020215582,0.001472707,0.0015226493,0.00521462,0
LSTM,adasyn,0,0.0014830142,0.002222638,0.02642447,0.0016417289,0.0021213403,0.006778638,0
LSTM,adasyn,0,0.001330898,0.0017836058,0.020500699,0.0012990106,0.0020823206,0.005399307,0
LSTM,adasyn,0,0.00078847556,0.0018644735,0.034571204,0.0012025435,0.0019672737,0.008078794,0
LSTM,adasyn,0,0.0013730191,0.0014341918,0.015868464,0.0012877097,0.0023706914,0.0044668154,0
LSTM,adasyn,0,0.0011159701,0.0010942265,0.012259513,0.0010045962,0.0018494593,0.0034647528,0
LSTM,adasyn,0,0.0010489488,0.00093696686,0.010065042,0.00092791574,0.0016658865,0.0029289522,0
LSTM,adasyn,0,0.001238007,0.0010706225,0.011760917,0.0011887652,0.0019059796,0.003432858,0
LSTM,adasyn,0,0.00093577005,0.0008648335,0.016350778,0.0009851636,0.0015916001,0.0041456292,0
LSTM,adasyn,0,0.002226377,0.0017886296,0.057573978,0.0013668948,0.002079754,0.013007127,0
LSTM,adasyn,0,0.0018532261,0.0017083486,0.04379762,0.0010808905,0.0017654031,0.010041097,0
LSTM,adasyn,0,0.0014231056,0.0015750283,0.036170874,0.0010249945,0.0015718349,0.008353167,0
LSTM,adasyn,0,0.0009346571,0.0010590401,0.028117992,0.0008813894,0.0013240707,0.00646343,0
LSTM,adasyn,0,0.0036566171,0.0026922647,0.09656276,0.0015561553,0.0021198085,0.021317521,0
LSTM,adasyn,0,0.0026943511,0.0021940875,0.088878565,0.0031425443,0.0025593746,0.019893784,0
LSTM,adasyn,0,0.0059699984,0.0040548523,0.09178796,0.009548713,0.005073332,0.023286972,0
LSTM,adasyn,0,0.0034238114,0.0037846519,0.037469182,0.0024627848,0.003904493,0.010208985,0
LSTM,adasyn,0,0.0028875982,0.0035040262,0.029743187,0.0021862846,0.0037527352,0.008414766,0
LSTM,adasyn,0,0.004355135,0.008129395,0.06639353,0.002877909,0.005384198,0.017428033,0
LSTM,adasyn,0,0.04429384,0.022125354,0.16526052,0.018725993,0.0142239425,0.052925926,0
LSTM,adasyn,0,0.031754002,0.011126482,0.049187332,0.009492826,0.014436858,0.023199499,0
LSTM,adasyn,0,0.02636276,0.00717285,0.04875841,0.015344391,0.012622957,0.022052273,0
LSTM,adasyn,0,0.027231302,0.0050794277,0.043032527,0.03460428,0.010580908,0.024105689,0
LSTM,adasyn,0,0.0139294285,0.005702238,0.0415495,0.04023431,0.007775156,0.021838125,0
LSTM,adasyn,0,0.005627031,0.010295554,0.14257711,0.029604768,0.009450509,0.039510995,0
LSTM,adasyn,0,0.0093142,0.0134510975,0.09193747,0.018653464,0.01592348,0.029855942,0
LSTM,adasyn,0,0.004310402,0.0061133113,0.062139746,0.005501428,0.006208934,0.016854765,0
LSTM,adasyn,0,0.0052831657,0.0038922057,0.06107244,0.009499355,0.0056255134,0.017074537,0
LSTM,adasyn,0,0.07186085,0.15331939,0.19967636,0.049903292,0.0442288,0.10379775,0
LSTM,adasyn,0,0.8296721,0.45305747,0.31694916,0.21410884,0.3216962,0.42709675,1
LSTM,adasyn,0,0.7438374,0.32833132,0.31064758,0.18322636,0.2588927,0.36498708,1
LSTM,adasyn,1,0.71645206,0.29850313,0.31401017,0.1839055,0.22598584,0.34777135,0
LSTM,adasyn,1,0.71240914,0.28552678,0.31899434,0.18709438,0.22360681,0.34552628,0
LSTM,adasyn,1,0.7291192,0.27943337,0.32138517,0.18320899,0.2434659,0.3513225,0
LSTM,adasyn,1,0.77674645,0.28741524,0.31762043,0.19344817,0.31214198,0.37747446,1
LSTM,adasyn,1,0.7751315,0.28188977,0.30606005,0.17361957,0.3199782,0.37133583,1
LSTM,adasyn,1,0.7327728,0.27483886,0.3178987,0.17596892,0.29988328,0.36027253,1
LSTM,adasyn,1,0.68674767,0.27038935,0.31137076,0.13813333,0.25378793,0.3320858,0
LSTM,adasyn,1,0.50053775,0.2885659,0.30486363,0.1766953,0.23008122,0.30014876,0
LSTM,adasyn,1,0.6582035,0.20785116,0.35360774,0.22001693,0.20175628,0.32828712,0
LSTM,adasyn,1,0.767605,0.18133236,0.28672138,0.19173935,0.11656234,0.30879208,0
LSTM,adasyn,1,0.78229266,0.27570277,0.27516812,0.12855409,0.1352081,0.31938514,0
LSTM,adasyn,1,0.7635886,0.2548678,0.2849581,0.14076479,0.15060733,0.31895736,0
LSTM,adasyn,1,0.7317103,0.2542885,0.299011,0.14859195,0.17667674,0.32205573,0
LSTM,adasyn,1,0.695526,0.25272563,0.30715728,0.15391746,0.19564162,0.3209936,0
LSTM,adasyn,1,0.6608914,0.25194857,0.315511,0.16235456,0.21418343,0.3209778,0
LSTM,adasyn,1,0.45446494,0.25657144,0.31588978,0.2187933,0.25302392,0.29974866,0
LSTM,adasyn,1,0.36082318,0.25550097,0.32201886,0.21662042,0.25552195,0.2820971,0
LSTM,adasyn,1,0.6360352,0.17368242,0.4152714,0.27548087,0.15403663,0.33090132,0
LSTM,adasyn,1,0.5936352,0.28940532,0.30968344,0.21207392,0.22284894,0.32552937,0
LSTM,adasyn,1,0.604102,0.26738268,0.30680937,0.18966165,0.2033312,0.31425738,0
LSTM,adasyn,1,0.61811674,0.26580375,0.30729273,0.18970098,0.21060748,0.31830436,0
LSTM,adasyn,1,0.6220379,0.2611747,0.31130636,0.18612844,0.21576093,0.31928167,0
LSTM,adasyn,1,0.6341537,0.26660562,0.31637993,0.18418865,0.22418205,0.32510197,0
LSTM,adasyn,1,0.4097426,0.2599279,0.32560554,0.2514764,0.23806322,0.29696313,0
LSTM,adasyn,1,0.5345528,0.28057352,0.3335106,0.19211447,0.22281264,0.31271282,0
LSTM,adasyn,1,0.55002093,0.27899554,0.3398445,0.21439105,0.22661458,0.3219733,0
LSTM,adasyn,1,0.54928565,0.2768652,0.3363529,0.2227534,0.22848323,0.3227481,0
LSTM,adasyn,1,0.6079824,0.27808037,0.33113042,0.1852266,0.21411556,0.32330704,0
LSTM,adasyn,1,0.74951327,0.22628874,0.37458524,0.31383553,0.18893719,0.370632,1
LSTM,adasyn,1,0.84732264,0.26779985,0.34057128,0.31583735,0.25114805,0.40453586,1
LSTM,adasyn,1,0.74208486,0.34076434,0.3041081,0.23066902,0.2435214,0.37222958,1
LSTM,adasyn,1,0.72250974,0.3079582,0.30814114,0.2432465,0.27067167,0.37050542,1
LSTM,adasyn,1,0.8374937,0.2995183,0.38395995,0.4072856,0.27063924,0.43977937,1
LSTM,adasyn,1,0.9179468,0.32674098,0.3471531,0.35257095,0.34309828,0.45750198,1
LSTM,adasyn,1,0.89854705,0.36367995,0.31629685,0.23422155,0.30403015,0.4233551,1
LSTM,adasyn,1,0.8875595,0.31716877,0.31706777,0.24921627,0.3500981,0.42422208,1
LSTM,adasyn,1,0.8847079,0.30124137,0.3270747,0.25644717,0.36412814,0.4267199,1
LSTM,adasyn,1,0.87177455,0.2949974,0.33527333,0.25713295,0.39618084,0.43107182,1
LSTM,adasyn,1,0.8646615,0.2988091,0.33434212,0.2390776,0.37178063,0.42173418,1
LSTM,adasyn,1,0.71662045,0.31757683,0.3257596,0.28521368,0.32321092,0.39367634,1
LSTM,adasyn,1,0.8921845,0.23021056,0.40595463,0.283279,0.22579238,0.4074842,1
LSTM,adasyn,1,0.869705,0.31510037,0.30404553,0.19742681,0.2990123,0.397058,1
LSTM,adasyn,1,0.7968296,0.2970618,0.31252986,0.19409652,0.25355747,0.37081504,1
LSTM,adasyn,1,0.75910854,0.29028875,0.3082223,0.15694693,0.21585412,0.34608412,0
LSTM,adasyn,1,0.7416129,0.276307,0.31240338,0.1544884,0.22967902,0.34289813,0
LSTM,adasyn,1,0.7257596,0.27307096,0.31622642,0.15462421,0.2392319,0.34178263,0
LSTM,adasyn,1,0.71101725,0.27202767,0.31856483,0.15540019,0.24125549,0.33965307,0
LSTM,adasyn,1,0.68374467,0.26754272,0.31781802,0.15675709,0.24504676,0.33418185,0
LSTM,adasyn,1,0.65958107,0.26409584,0.31716803,0.16119558,0.24170938,0.32874995,0
LSTM,adasyn,1,0.5999243,0.25892413,0.31972894,0.16951978,0.25225955,0.32007137,0
LSTM,adasyn,1,0.57673454,0.25288728,0.3144754,0.14707424,0.21498157,0.3012306,0
LSTM,adasyn,1,0.56790054,0.26179066,0.31807068,0.1512483,0.24313396,0.30842882,0
LSTM,adasyn,1,0.41475758,0.27273437,0.3003271,0.20516671,0.23565221,0.2857276,0
LSTM,adasyn,1,0.5614771,0.20678669,0.35070348,0.2844351,0.17578064,0.3158366,0
LSTM,adasyn,1,0.74281514,0.18515845,0.28478312,0.21030807,0.115357496,0.30768445,0
LSTM,adasyn,1,0.6991528,0.2818319,0.27157396,0.16860174,0.20325942,0.324884,0
LSTM,adasyn,1,0.51224446,0.26324806,0.27625865,0.22625504,0.20947859,0.29749697,0
LSTM,adasyn,1,0.7824653,0.24000122,0.36990756,0.31846538,0.18759942,0.37968776,1
LSTM,adasyn,1,0.8758516,0.3050246,0.34731627,0.27638367,0.17731619,0.39637846,1
LSTM,adasyn,1,0.83164865,0.31827688,0.33380353,0.18579671,0.25625795,0.38515672,1
LSTM,adasyn,1,0.8186417,0.3041898,0.3673088,0.2082542,0.25770518,0.39121997,1
LSTM,adasyn,1,0.80541474,0.29871547,0.37744454,0.2172601,0.259054,0.39157778,1
LSTM,adasyn,1,0.81509805,0.29721692,0.36573732,0.24676259,0.3477524,0.41451344,1
LSTM,adasyn,1,0.8105682,0.29735485,0.33994052,0.24131553,0.35685745,0.40920728,1
LSTM,adasyn,1,0.8123658,0.27902228,0.31741947,0.20928223,0.2858711,0.3807922,1
LSTM,adasyn,1,0.8473355,0.25891358,0.36971495,0.30687857,0.27027503,0.41062355,1
LSTM,adasyn,1,0.9138109,0.24455108,0.29844555,0.3046814,0.26057807,0.4044134,1
LSTM,adasyn,1,0.89666015,0.3227149,0.3080645,0.20467249,0.25440136,0.39730266,1
LSTM,adasyn,1,0.8687053,0.30586147,0.29978472,0.18798904,0.27753693,0.38797545,1
LSTM,adasyn,1,0.830034,0.30123496,0.31948495,0.17769068,0.28998727,0.3836864,1
LSTM,adasyn,1,0.8260739,0.30133924,0.33015445,0.17814201,0.30357596,0.3878571,1
LSTM,adasyn,1,0.81844056,0.3002717,0.33684927,0.18269539,0.3059686,0.3888451,1
LSTM,adasyn,1,0.8116666,0.305019,0.34212708,0.19278848,0.29854625,0.3900295,1
LSTM,adasyn,0,0.7918807,0.30551758,0.3459558,0.20625843,0.30019042,0.3899606,1
LSTM,adasyn,0,0.7325736,0.2909981,0.34018868,0.21426764,0.3045888,0.37652338,1
LSTM,adasyn,0,0.7252595,0.29644212,0.33091292,0.20384961,0.29916176,0.3711252,1
LSTM,adasyn,0,0.6538955,0.23213966,0.23733549,0.18416753,0.2703483,0.3155773,0
LSTM,adasyn,0,0.34562936,0.30954692,0.34298623,0.20878361,0.43009606,0.32740843,0
LSTM,adasyn,0,0.23339532,0.38068345,0.32366666,0.21060055,0.4923436,0.32813793,0
LSTM,adasyn,0,0.48651323,0.07907788,0.17930548,0.16342205,0.11416015,0.20449576,0
LSTM,adasyn,0,0.14801589,0.049695052,0.07326065,0.059743177,0.07688014,0.081518985,0
LSTM,adasyn,0,0.10250788,0.042908605,0.13520661,0.06961751,0.106174976,0.09128311,0
LSTM,adasyn,0,0.1668679,0.054573152,0.22132847,0.07830332,0.18651159,0.1415169,0
LSTM,adasyn,0,0.36813307,0.016608605,0.15339229,0.042693235,0.048083268,0.1257821,0
LSTM,adasyn,0,0.7608031,0.019247197,0.22860053,0.08481105,0.103928514,0.23947808,0
LSTM,adasyn,0,0.612688,0.01074892,0.07198546,0.024836548,0.06711899,0.15747559,0
LSTM,adasyn,0,0.4142342,0.028589163,0.05018804,0.07119315,0.05626149,0.1240932,0
LSTM,adasyn,0,0.06960743,0.0045181033,0.018031692,0.029061524,0.008222741,0.0258883,0
LSTM,adasyn,0,0.029592875,0.003073543,0.010963469,0.014337898,0.0052983407,0.012653226,0
LSTM,adasyn,0,0.009390266,0.0015394386,0.008288011,0.0042974344,0.0035019354,0.005403417,0
LSTM,adasyn,0,0.0045574517,0.0011220889,0.0073078475,0.0024663648,0.001842599,0.0034592703,0
LSTM,adasyn,0,0.0015871931,0.0007328407,0.0047943294,0.0011987351,0.0014846567,0.001959551,0
LSTM,adasyn,0,0.001525008,0.00082904665,0.0064283367,0.0015204686,0.0017166063,0.0024038933,0
LSTM,adasyn,0,0.0006633904,0.0005122757,0.005905678,0.00045355415,0.0009483204,0.0016966438,0
LSTM,adasyn,0,0.0015338106,0.000898848,0.024674142,0.0057746563,0.0017923573,0.006934763,0
LSTM,adasyn,0,0.0009317722,0.0006896296,0.009738343,0.0008101159,0.0010309151,0.0026401551,0
LSTM,adasyn,0,0.0007626005,0.0006283033,0.0069162226,0.00054013747,0.00090006844,0.0019494664,0
LSTM,adasyn,0,0.0005759529,0.00048291372,0.0059678797,0.00036440004,0.0006792976,0.0016140888,0
LSTM,adasyn,0,0.000559107,0.00044380396,0.0056118825,0.0003082978,0.0006501944,0.0015146572,0
LSTM,adasyn,0,0.00051060267,0.00038994072,0.0055273166,0.00030312015,0.00067018956,0.001480234,0
LSTM,adasyn,0,0.00055732386,0.00052313256,0.008982019,0.0004059532,0.0008310244,0.0022598905,0
LSTM,adasyn,0,0.00042040643,0.0004896104,0.007546306,0.0002910641,0.00074568,0.0018986135,0
LSTM,adasyn,0,0.00030964724,0.00071682554,0.0088626845,0.000318285,0.0008910223,0.002219693,0
LSTM,adasyn,0,0.00051700504,0.00063980394,0.020045819,0.001131261,0.0011655443,0.004699887,0
LSTM,adasyn,0,0.0014328745,0.0010341855,0.039600108,0.0031907929,0.0019684508,0.009445282,0
LSTM,adasyn,0,0.00091470475,0.0010429079,0.015538105,0.0007501814,0.0014131187,0.0039318036,0
LSTM,adasyn,0,0.00053219625,0.0015016648,0.023489885,0.0007307269,0.001377785,0.005526452,0
LSTM,adasyn,0,0.00087500317,0.0024717425,0.0500393,0.001314063,0.0026472108,0.011469463,0
LSTM,adasyn,0,0.0048239017,0.0039683967,0.07372951,0.00792153,0.0048021153,0.01904909,0
LSTM,adasyn,0,0.0035649522,0.0037019535,0.028919391,0.002187246,0.004923062,0.00865932,0
LSTM,adasyn,0,0.0041185566,0.0027974255,0.02041535,0.0026376785,0.004379111,0.0068696244,0
LSTM,adasyn,0,0.004711685,0.0016419032,0.014192426,0.0034890515,0.0029911632,0.005405246,0
LSTM,adasyn,0,0.002992772,0.0011429953,0.0114225065,0.002744574,0.002094208,0.0040794113,0
LSTM,adasyn,0,0.0014369799,0.0009816838,0.011357356,0.0010162435,0.0017202742,0.0033025076,0
LSTM,adasyn,0,0.0014645167,0.0010215436,0.013944703,0.00076884014,0.0016479697,0.0037695146,0
LSTM,adasyn,0,0.0012701876,0.0009824417,0.014635552,0.00058071373,0.0013471261,0.003763204,0
LSTM,adasyn,0,0.0010905832,0.0008586886,0.019292593,0.0006507989,0.0013107314,0.004640679,0
LSTM,adasyn,0,0.0034085745,0.001733522,0.09806559,0.0014988155,0.003228328,0.021586968,0
LSTM,adasyn,0,0.13902676,0.06145158,0.5559312,0.0068234857,0.009340356,0.15451467,0
LSTM,adasyn,0,0.06513566,0.03829126,0.59043765,0.004624862,0.0077109225,0.14124008,0
LSTM,adasyn,0,0.041341756,0.02533195,0.6148166,0.0038713764,0.007583368,0.13858901,0
LSTM,adasyn,0,0.11649437,0.122904696,0.6680111,0.007131311,0.012905289,0.18548937,0
LSTM,adasyn,0,0.30577168,0.2864672,0.7105336,0.012517218,0.023445506,0.26774704,0
LSTM,adasyn,0,0.206267,0.18911752,0.72618395,0.022981832,0.033327144,0.23557548,0
LSTM,adasyn,0,0.21680596,0.21160391,0.7594775,0.05820857,0.0616617,0.26155156,0
LSTM,adasyn,0,0.398692,0.25486153,0.7822802,0.24443908,0.11910027,0.35987464,0
LSTM,adasyn,0,0.14079142,0.16613856,0.75276166,0.09975039,0.079223864,0.24773319,0
LSTM,adasyn,0,0.063763835,0.13458382,0.8044359,0.073376164,0.060862333,0.2274044,0
LSTM,adasyn,0,0.022603853,0.023202281,0.33103916,0.031596158,0.014986502,0.084685594,0
LSTM,adasyn,0,0.067088425,0.033782672,0.33206573,0.07312372,0.033322673,0.10787666,0
LSTM,adasyn,0,0.024260882,0.043109044,0.2802952,0.019232662,0.033051886,0.07998993,0
LSTM,adasyn,0,0.08729675,0.088538,0.39246932,0.035647318,0.1103326,0.1428568,0
LSTM,adasyn,0,0.07354042,0.04012101,0.09203828,0.014529194,0.04303201,0.052652188,0
LSTM,adasyn,0,0.077036105,0.024308052,0.047429476,0.011102919,0.031998653,0.03837504,0
LSTM,adasyn,0,0.18309201,0.019119954,0.02796017,0.020847008,0.026291292,0.05546208,0
LSTM,adasyn,0,0.2666744,0.008952331,0.012466666,0.036475435,0.01973863,0.068861485,0
LSTM,adasyn,0,0.034543432,0.0020787288,0.0074384487,0.012439871,0.0055027,0.012400636,0
